distance_km,traffic_hours,vehicle_avg_speed,vehicle_type,road_condition,weather_condition,actual_time_minutes,route_from,route_to,road_type
186.36,2.98,60.48,car,poor,rain,466.3,Kathmandu,Pokhara,highway
7.27,9.49,26.17,bus,good,cloudy,37.46,Kathmandu,Patan,city
29.96,7.97,19.27,truck,fair,rain,407.62,Kathmandu,Nagarkot,hill
31.57,6.3,36.66,truck,good,clear,57.29,Biratnagar,Dharan,terai
13.11,5.57,29.64,jeep,fair,cloudy,43.59,Pokhara,Sarangkot,hill
6.4,14.1,25.8,car,good,clear,19.44,Kathmandu,Patan,city
30.08,19.53,19.43,scooter,good,cloudy,157.18,Kathmandu,Dhulikhel,hill
31.54,22.81,69.49,motorcycle,fair,cloudy,28.87,Biratnagar,Dharan,terai
46.05,4.59,27.74,scooter,good,cloudy,153.09,Dharan,Dhankuta,hill
397.63,22.22,48.47,scooter,excellent,clear,443.54,Kathmandu,Dharan,highway
7.48,10.97,15.74,truck,excellent,cloudy,32.27,Biratnagar,Itahari,city
143.83,19.18,70.35,jeep,fair,clear,175.36,Kathmandu,Birgunj,highway
16.22,22.21,31.26,jeep,fair,fog,54.57,Pokhara,Lekhnath,city
30.75,17.85,33.12,car,excellent,fog,132.87,Kathmandu,Dhulikhel,hill
191.79,3.55,67.67,car,good,clear,169.77,Kathmandu,Pokhara,highway
7.43,8.26,12.16,truck,excellent,clear,99.71,Kathmandu,Patan,city
34.16,2.15,50.79,microbus,fair,rain,64.52,Dharan,Biratnagar,highway
29.4,16.56,49.5,motorcycle,excellent,cloudy,68.42,Kathmandu,Dhulikhel,hill
294.13,0.41,54.61,scooter,fair,fog,501.08,Kathmandu,Bhairahawa,highway
121.43,17.69,55.31,motorcycle,fair,clear,217.35,Pokhara,Butwal,highway
13.76,5.99,28.24,motorcycle,fair,rain,53.04,Kathmandu,Bhaktapur,city
64.72,12.65,51.01,microbus,fair,clear,111.82,Birgunj,Hetauda,terai
152.85,7.79,42.1,bus,fair,clear,368.85,Kathmandu,Chitwan,highway
34.31,19.69,55.06,motorcycle,good,fog,53.87,Dharan,Biratnagar,highway
36.67,15.12,43.93,truck,good,clear,49.47,Dharan,Biratnagar,highway
29.36,3.98,27.82,bus,good,cloudy,87.87,Kathmandu,Nagarkot,hill
68.67,18.84,47.58,microbus,fair,clear,121.46,Birgunj,Hetauda,terai
15.29,18.57,26.83,motorcycle,good,cloudy,70.42,Pokhara,Lekhnath,city
136.81,9.01,83.32,motorcycle,poor,cloudy,244.19,Kathmandu,Birgunj,highway
183.23,6.41,36.21,scooter,fair,clear,409.26,Kathmandu,Pokhara,highway
8.33,2.08,35.68,motorcycle,fair,rain,27.13,Biratnagar,Itahari,city
12.17,12.29,14.65,truck,fair,rain,104.62,Kathmandu,Bhaktapur,city
29.9,13.53,21.3,scooter,good,cloudy,108.74,Kathmandu,Dhulikhel,hill
7.27,13.04,18.31,jeep,poor,clear,51.48,Kathmandu,Patan,city
8.43,14.86,19.31,jeep,good,rain,58.71,Biratnagar,Itahari,city
38.45,12.79,49.5,motorcycle,excellent,fog,65.55,Dharan,Dhankuta,hill
34.95,7.46,53.0,microbus,good,dust,66.18,Biratnagar,Dharan,terai
159.86,12.24,39.54,scooter,fair,clear,297.85,Kathmandu,Chitwan,highway
129.56,5.8,40.14,bus,good,fog,571.96,Kathmandu,Birgunj,highway
146.88,23.1,66.49,jeep,excellent,cloudy,148.13,Kathmandu,Birgunj,highway
291.2,16.03,62.94,bus,good,clear,362.06,Kathmandu,Bhairahawa,highway
45.28,21.44,28.33,scooter,fair,cloudy,149.85,Dharan,Dhankuta,hill
8.76,4.97,30.67,jeep,fair,fog,30.46,Biratnagar,Itahari,city
144.27,16.63,54.48,car,good,cloudy,265.06,Kathmandu,Chitwan,highway
157.85,15.58,59.93,jeep,fair,rain,272.76,Kathmandu,Chitwan,highway
32.88,9.28,51.22,truck,poor,clear,93.1,Biratnagar,Dharan,terai
32.94,19.02,25.37,car,good,clear,125.24,Kathmandu,Nagarkot,hill
15.64,0.49,26.23,truck,good,dust,43.16,Pokhara,Lekhnath,city
22.83,12.1,61.95,motorcycle,good,clear,22.49,Bhairahawa,Butwal,terai
35.62,12.12,63.82,jeep,poor,fog,77.1,Dharan,Biratnagar,highway
13.55,1.35,18.93,truck,poor,rain,103.48,Kathmandu,Bhaktapur,city
33.98,5.08,54.76,scooter,poor,dust,69.94,Dharan,Biratnagar,highway
30.06,1.86,36.08,motorcycle,poor,clear,97.68,Kathmandu,Nagarkot,hill
133.14,15.82,40.26,truck,fair,clear,214.88,Pokhara,Butwal,highway
12.44,18.29,21.87,bus,good,clear,84.23,Kathmandu,Bhaktapur,city
300.81,17.38,59.66,jeep,fair,cloudy,514.64,Kathmandu,Bhairahawa,highway
6.45,12.69,34.58,motorcycle,good,cloudy,12.25,Kathmandu,Patan,city
32.42,21.91,32.6,motorcycle,excellent,rain,165.34,Kathmandu,Dhulikhel,hill
7.6,5.84,25.49,truck,fair,rain,31.91,Biratnagar,Itahari,city
300.21,3.1,46.64,microbus,fair,clear,459.6,Kathmandu,Bhairahawa,highway
33.83,3.0,52.44,truck,good,clear,43.54,Dharan,Biratnagar,highway
13.55,17.84,23.82,jeep,fair,clear,73.14,Kathmandu,Bhaktapur,city
37.14,10.06,66.59,car,fair,rain,72.05,Biratnagar,Dharan,terai
7.45,23.23,20.2,bus,excellent,cloudy,19.95,Biratnagar,Itahari,city
65.44,0.91,53.66,car,fair,clear,90.13,Birgunj,Hetauda,terai
12.8,6.47,26.27,jeep,excellent,clear,37.71,Pokhara,Sarangkot,hill
23.17,22.61,40.51,bus,good,rain,62.56,Bhairahawa,Butwal,terai
21.69,1.46,53.49,bus,good,clear,27.03,Bhairahawa,Butwal,terai
219.39,18.08,53.52,scooter,poor,clear,667.75,Kathmandu,Pokhara,highway
156.99,23.51,62.33,motorcycle,fair,clear,178.79,Kathmandu,Chitwan,highway
7.69,1.85,27.93,jeep,good,clear,20.42,Kathmandu,Patan,city
14.23,10.21,23.3,bus,fair,clear,64.4,Pokhara,Sarangkot,hill
21.43,5.62,42.54,microbus,fair,dust,41.54,Bhairahawa,Butwal,terai
6.98,6.32,20.55,truck,fair,dust,28.8,Kathmandu,Patan,city
200.76,4.48,56.34,bus,poor,rain,635.8,Kathmandu,Pokhara,highway
7.66,5.8,20.97,bus,good,cloudy,23.86,Biratnagar,Itahari,city
426.22,21.17,83.98,motorcycle,good,fog,509.19,Kathmandu,Dharan,highway
38.02,9.88,64.0,microbus,excellent,clear,51.54,Dharan,Biratnagar,highway
154.2,15.33,56.41,bus,fair,fog,293.8,Kathmandu,Chitwan,highway
34.1,21.66,42.14,jeep,fair,rain,86.68,Biratnagar,Dharan,terai
440.44,17.19,65.43,car,fair,clear,672.02,Kathmandu,Dharan,highway
36.28,5.62,44.48,truck,poor,clear,112.47,Biratnagar,Dharan,terai
27.52,8.53,35.0,microbus,fair,clear,98.79,Kathmandu,Dhulikhel,hill
37.95,21.02,35.36,jeep,good,rain,159.99,Dharan,Dhankuta,hill
8.51,16.45,34.56,car,good,cloudy,25.31,Biratnagar,Itahari,city
28.81,0.11,26.83,truck,poor,cloudy,144.17,Kathmandu,Nagarkot,hill
37.85,22.18,67.54,car,excellent,clear,32.59,Biratnagar,Dharan,terai
29.03,7.49,34.13,microbus,excellent,clear,84.3,Kathmandu,Dhulikhel,hill
13.79,21.61,21.25,truck,excellent,clear,37.57,Pokhara,Lekhnath,city
27.44,21.99,26.49,bus,good,fog,104.29,Kathmandu,Dhulikhel,hill
33.03,18.34,48.7,car,poor,clear,89.29,Biratnagar,Dharan,terai
35.09,6.68,42.82,bus,fair,rain,110.95,Dharan,Biratnagar,highway
39.6,2.59,23.56,bus,fair,clear,204.73,Dharan,Dhankuta,hill
14.56,6.87,34.64,motorcycle,fair,clear,29.04,Pokhara,Lekhnath,city
7.66,23.22,26.51,microbus,fair,fog,29.27,Biratnagar,Itahari,city
16.1,9.81,19.18,bus,poor,clear,151.28,Pokhara,Lekhnath,city
200.25,20.68,75.87,motorcycle,fair,fog,307.67,Kathmandu,Pokhara,highway
287.19,15.81,63.0,motorcycle,fair,cloudy,385.76,Kathmandu,Bhairahawa,highway
59.31,6.23,66.59,car,poor,rain,113.85,Birgunj,Hetauda,terai
45.13,22.51,27.83,motorcycle,fair,clear,128.9,Dharan,Dhankuta,hill
190.11,1.06,67.78,car,good,cloudy,206.0,Kathmandu,Pokhara,highway
6.88,20.27,23.23,truck,fair,rain,42.45,Kathmandu,Patan,city
6.67,4.66,23.24,truck,good,rain,27.39,Kathmandu,Patan,city
12.61,0.94,20.42,motorcycle,good,rain,57.98,Kathmandu,Bhaktapur,city
34.28,1.51,49.5,truck,excellent,fog,46.11,Biratnagar,Dharan,terai
63.05,18.32,34.92,truck,excellent,cloudy,138.74,Birgunj,Hetauda,terai
458.61,12.93,38.92,scooter,good,clear,847.46,Kathmandu,Dharan,highway
149.92,17.21,45.06,scooter,good,rain,510.13,Kathmandu,Chitwan,highway
112.76,13.16,51.78,microbus,poor,cloudy,248.46,Pokhara,Butwal,highway
8.19,9.02,33.64,motorcycle,good,fog,27.63,Biratnagar,Itahari,city
69.61,22.77,42.23,scooter,excellent,clear,93.64,Birgunj,Hetauda,terai
69.91,10.46,39.72,scooter,fair,fog,172.09,Birgunj,Hetauda,terai
7.14,4.97,16.28,bus,fair,clear,33.05,Kathmandu,Patan,city
34.64,16.79,56.62,truck,poor,rain,114.86,Dharan,Biratnagar,highway
36.21,17.81,58.44,truck,good,rain,92.96,Dharan,Biratnagar,highway
204.98,8.43,62.41,microbus,excellent,clear,442.69,Kathmandu,Pokhara,highway
255.56,7.24,70.94,motorcycle,good,clear,304.54,Kathmandu,Bhairahawa,highway
12.09,10.04,24.15,truck,good,cloudy,48.56,Pokhara,Sarangkot,hill
15.42,7.68,23.66,jeep,fair,rain,155.07,Pokhara,Lekhnath,city
63.69,22.74,50.69,truck,good,fog,108.7,Birgunj,Hetauda,terai
68.9,12.5,64.86,motorcycle,good,clear,76.19,Birgunj,Hetauda,terai
21.45,18.45,41.71,bus,good,cloudy,49.75,Bhairahawa,Butwal,terai
13.02,5.34,14.76,bus,fair,cloudy,68.48,Kathmandu,Bhaktapur,city
7.62,15.98,17.44,scooter,poor,rain,102.63,Biratnagar,Itahari,city
34.76,0.08,58.17,jeep,fair,clear,42.34,Dharan,Biratnagar,highway
138.96,16.21,39.96,truck,good,clear,309.58,Kathmandu,Chitwan,highway
428.05,1.52,73.38,car,fair,clear,462.55,Kathmandu,Dharan,highway
19.83,0.69,56.28,microbus,good,dust,31.55,Bhairahawa,Butwal,terai
68.64,2.71,52.28,truck,fair,clear,109.66,Birgunj,Hetauda,terai
67.33,18.6,48.66,jeep,good,fog,155.34,Birgunj,Hetauda,terai
33.56,7.98,22.92,jeep,fair,rain,305.37,Kathmandu,Nagarkot,hill
34.06,21.12,42.55,bus,good,clear,69.14,Biratnagar,Dharan,terai
69.03,11.75,38.5,truck,good,clear,112.38,Birgunj,Hetauda,terai
14.01,2.5,21.68,truck,fair,cloudy,57.3,Pokhara,Lekhnath,city
124.06,6.71,42.76,scooter,fair,clear,216.93,Kathmandu,Birgunj,highway
23.81,14.3,40.45,scooter,poor,clear,55.71,Bhairahawa,Butwal,terai
8.13,16.33,15.88,microbus,excellent,cloudy,55.29,Biratnagar,Itahari,city
300.59,20.47,44.76,scooter,fair,dust,589.12,Kathmandu,Bhairahawa,highway
38.32,19.85,56.11,motorcycle,fair,cloudy,53.41,Dharan,Biratnagar,highway
135.18,23.66,62.17,motorcycle,fair,rain,330.75,Kathmandu,Chitwan,highway
252.03,22.26,50.3,jeep,fair,clear,398.93,Kathmandu,Bhairahawa,highway
13.56,21.96,26.36,car,good,clear,29.04,Kathmandu,Bhaktapur,city
34.27,2.57,60.73,bus,fair,dust,49.26,Dharan,Biratnagar,highway
125.34,4.4,57.62,jeep,good,cloudy,141.6,Pokhara,Butwal,highway
41.79,6.5,22.87,microbus,excellent,clear,154.83,Dharan,Dhankuta,hill
149.44,11.21,58.98,car,good,clear,163.87,Kathmandu,Chitwan,highway
36.87,9.06,50.66,scooter,fair,clear,70.54,Dharan,Biratnagar,highway
67.26,22.44,35.09,truck,excellent,rain,146.17,Birgunj,Hetauda,terai
8.08,10.22,15.24,scooter,fair,cloudy,49.7,Biratnagar,Itahari,city
120.47,11.89,55.2,scooter,fair,rain,218.47,Pokhara,Butwal,highway
33.37,11.78,39.15,car,excellent,clear,79.81,Kathmandu,Nagarkot,hill
7.08,10.42,21.52,truck,good,clear,25.93,Kathmandu,Patan,city
32.94,3.57,25.82,jeep,good,rain,125.86,Kathmandu,Dhulikhel,hill
45.92,18.25,42.92,car,poor,cloudy,216.7,Dharan,Dhankuta,hill
8.63,3.7,12.69,scooter,good,clear,38.46,Biratnagar,Itahari,city
12.04,2.6,32.92,jeep,good,cloudy,29.47,Pokhara,Sarangkot,hill
28.83,8.85,20.06,truck,poor,clear,250.15,Kathmandu,Dhulikhel,hill
260.19,1.51,63.67,bus,good,clear,239.33,Kathmandu,Bhairahawa,highway
14.11,13.42,34.04,car,good,clear,36.64,Pokhara,Sarangkot,hill
12.06,17.46,31.11,car,good,fog,77.07,Pokhara,Sarangkot,hill
16.25,15.68,26.42,jeep,poor,clear,121.17,Pokhara,Lekhnath,city
180.82,23.8,51.59,microbus,fair,fog,369.58,Kathmandu,Pokhara,highway
32.56,10.52,30.92,scooter,good,clear,99.42,Kathmandu,Nagarkot,hill
6.78,16.09,16.77,scooter,poor,clear,71.6,Kathmandu,Patan,city
7.45,22.22,26.0,microbus,excellent,clear,15.87,Kathmandu,Patan,city
8.63,4.33,18.69,microbus,fair,clear,33.12,Biratnagar,Itahari,city
289.02,5.29,68.91,motorcycle,poor,cloudy,456.76,Kathmandu,Bhairahawa,highway
34.42,23.07,37.52,microbus,poor,cloudy,194.99,Kathmandu,Nagarkot,hill
13.44,19.32,18.13,scooter,fair,fog,70.32,Kathmandu,Bhaktapur,city
248.14,13.82,46.08,jeep,poor,rain,1678.45,Kathmandu,Bhairahawa,highway
143.64,5.52,84.99,motorcycle,excellent,clear,94.99,Kathmandu,Chitwan,highway
213.58,1.9,60.01,jeep,good,rain,513.98,Kathmandu,Pokhara,highway
27.06,0.81,24.4,jeep,good,clear,94.03,Kathmandu,Dhulikhel,hill
13.77,0.46,27.25,microbus,good,clear,30.89,Kathmandu,Bhaktapur,city
34.87,11.92,69.88,car,excellent,cloudy,29.08,Biratnagar,Dharan,terai
6.6,10.71,23.26,jeep,excellent,rain,32.2,Kathmandu,Patan,city
132.9,11.71,87.64,motorcycle,poor,clear,188.46,Pokhara,Butwal,highway
6.88,2.46,25.01,motorcycle,fair,dust,22.41,Kathmandu,Patan,city
12.88,21.38,24.78,truck,good,rain,67.72,Pokhara,Sarangkot,hill
150.8,17.86,74.47,car,good,fog,281.49,Kathmandu,Chitwan,highway
12.88,23.66,16.36,jeep,excellent,rain,68.42,Kathmandu,Bhaktapur,city
29.58,13.16,25.75,microbus,good,clear,169.93,Kathmandu,Nagarkot,hill
194.03,9.06,61.7,motorcycle,fair,clear,294.94,Kathmandu,Pokhara,highway
273.84,18.85,72.55,motorcycle,excellent,fog,414.22,Kathmandu,Bhairahawa,highway
392.66,10.7,41.26,truck,fair,cloudy,690.84,Kathmandu,Dharan,highway
24.0,15.52,49.28,bus,excellent,clear,28.02,Bhairahawa,Butwal,terai
139.56,18.19,63.36,motorcycle,excellent,clear,281.73,Kathmandu,Chitwan,highway
34.49,22.5,32.13,motorcycle,fair,cloudy,117.75,Kathmandu,Nagarkot,hill
152.21,8.97,61.29,microbus,good,clear,233.08,Kathmandu,Chitwan,highway
29.16,18.75,31.17,scooter,poor,rain,256.17,Kathmandu,Nagarkot,hill
40.46,12.74,31.33,car,fair,cloudy,243.87,Dharan,Dhankuta,hill
13.63,10.33,30.03,scooter,fair,clear,44.49,Pokhara,Sarangkot,hill
38.87,18.82,43.11,car,excellent,cloudy,158.59,Dharan,Dhankuta,hill
137.38,9.36,79.55,car,fair,rain,246.23,Kathmandu,Birgunj,highway
15.26,17.89,24.47,car,fair,cloudy,132.12,Pokhara,Lekhnath,city
21.64,17.67,47.2,bus,fair,cloudy,58.6,Bhairahawa,Butwal,terai
7.09,10.18,15.94,car,good,cloudy,38.24,Kathmandu,Patan,city
35.77,20.59,44.92,jeep,excellent,cloudy,51.81,Biratnagar,Dharan,terai
136.45,14.85,46.78,bus,poor,rain,511.63,Kathmandu,Birgunj,highway
42.51,12.82,35.15,microbus,fair,fog,189.05,Dharan,Dhankuta,hill
31.92,12.69,77.23,car,excellent,cloudy,22.1,Dharan,Biratnagar,highway
137.55,19.24,65.58,jeep,fair,clear,153.14,Kathmandu,Birgunj,highway
21.56,5.46,50.37,bus,good,cloudy,25.09,Bhairahawa,Butwal,terai
184.37,11.77,59.74,motorcycle,poor,rain,402.77,Kathmandu,Pokhara,highway
122.43,15.11,55.56,car,good,clear,129.16,Kathmandu,Birgunj,highway
60.32,5.33,46.36,jeep,fair,rain,177.35,Birgunj,Hetauda,terai
7.46,12.27,23.29,truck,good,clear,26.23,Kathmandu,Patan,city
205.99,2.8,54.52,bus,poor,clear,421.23,Kathmandu,Pokhara,highway
8.28,5.19,19.74,truck,good,clear,25.86,Biratnagar,Itahari,city
12.07,8.16,23.89,jeep,poor,dust,114.21,Kathmandu,Bhaktapur,city
69.73,0.9,53.2,motorcycle,good,fog,109.23,Birgunj,Hetauda,terai
15.33,14.11,24.74,motorcycle,fair,dust,61.63,Pokhara,Lekhnath,city
14.27,14.73,31.55,car,good,cloudy,37.31,Pokhara,Lekhnath,city
7.98,7.88,18.98,truck,good,clear,56.05,Biratnagar,Itahari,city
33.7,5.6,30.31,truck,good,rain,163.84,Kathmandu,Nagarkot,hill
157.34,5.97,65.43,jeep,good,cloudy,177.54,Kathmandu,Chitwan,highway
287.27,21.01,56.35,motorcycle,excellent,clear,292.76,Kathmandu,Bhairahawa,highway
445.83,8.87,73.58,car,good,clear,548.95,Kathmandu,Dharan,highway
7.48,2.53,17.2,microbus,poor,cloudy,50.49,Kathmandu,Patan,city
39.34,17.32,38.79,car,good,rain,202.89,Dharan,Dhankuta,hill
429.06,6.34,55.45,microbus,excellent,clear,413.5,Kathmandu,Dharan,highway
13.63,11.11,21.76,truck,fair,rain,100.81,Pokhara,Sarangkot,hill
8.53,9.73,20.15,motorcycle,fair,cloudy,63.09,Biratnagar,Itahari,city
22.43,6.09,42.22,jeep,good,cloudy,32.31,Bhairahawa,Butwal,terai
30.63,17.48,24.16,jeep,good,cloudy,170.64,Kathmandu,Nagarkot,hill
33.58,9.57,39.16,motorcycle,fair,rain,211.7,Kathmandu,Nagarkot,hill
190.95,6.26,52.93,jeep,fair,cloudy,293.28,Kathmandu,Pokhara,highway
254.31,14.65,54.48,jeep,excellent,clear,266.52,Kathmandu,Bhairahawa,highway
256.75,19.95,46.93,truck,excellent,cloudy,307.38,Kathmandu,Bhairahawa,highway
14.72,3.46,24.99,motorcycle,good,fog,76.35,Pokhara,Lekhnath,city
251.85,0.74,50.09,car,excellent,cloudy,285.21,Kathmandu,Bhairahawa,highway
132.88,23.73,41.03,bus,poor,clear,344.73,Kathmandu,Birgunj,highway
33.42,2.84,45.23,jeep,excellent,clear,45.48,Biratnagar,Dharan,terai
7.17,19.69,16.23,bus,good,clear,43.26,Kathmandu,Patan,city
13.36,11.11,19.32,truck,poor,cloudy,90.99,Kathmandu,Bhaktapur,city
12.23,14.47,31.72,microbus,good,clear,37.69,Pokhara,Sarangkot,hill
14.94,3.03,20.42,motorcycle,fair,cloudy,53.3,Pokhara,Lekhnath,city
29.8,13.29,29.92,motorcycle,fair,clear,145.45,Kathmandu,Nagarkot,hill
12.03,5.32,37.6,motorcycle,fair,rain,37.43,Pokhara,Sarangkot,hill
437.73,3.06,45.39,jeep,good,clear,567.75,Kathmandu,Dharan,highway
125.55,1.66,69.72,car,fair,clear,131.88,Pokhara,Butwal,highway
11.75,20.13,22.1,bus,excellent,dust,35.5,Kathmandu,Bhaktapur,city
35.89,21.88,57.55,microbus,good,clear,37.67,Biratnagar,Dharan,terai
23.41,13.62,52.14,truck,good,clear,28.74,Bhairahawa,Butwal,terai
123.99,23.78,57.37,bus,good,rain,253.62,Pokhara,Butwal,highway
13.84,4.26,32.94,truck,fair,clear,46.5,Pokhara,Sarangkot,hill
29.32,20.96,22.14,microbus,good,rain,166.67,Kathmandu,Nagarkot,hill
16.18,14.99,14.17,bus,poor,cloudy,130.08,Pokhara,Lekhnath,city
266.18,15.11,63.81,jeep,good,cloudy,282.81,Kathmandu,Bhairahawa,highway
388.3,16.58,71.57,car,good,fog,628.07,Kathmandu,Dharan,highway
8.78,21.75,18.64,jeep,poor,dust,51.09,Biratnagar,Itahari,city
421.97,4.95,52.22,scooter,fair,rain,1008.09,Kathmandu,Dharan,highway
32.56,17.04,56.71,truck,good,dust,93.44,Dharan,Biratnagar,highway
15.78,5.68,15.1,scooter,good,rain,110.85,Pokhara,Lekhnath,city
33.37,4.53,47.01,truck,fair,clear,55.51,Biratnagar,Dharan,terai
22.63,0.95,56.69,jeep,good,clear,23.02,Bhairahawa,Butwal,terai
129.98,20.4,46.43,jeep,fair,fog,443.84,Kathmandu,Birgunj,highway
43.04,19.03,36.51,jeep,poor,clear,157.54,Dharan,Dhankuta,hill
277.74,12.23,70.12,motorcycle,poor,cloudy,386.87,Kathmandu,Bhairahawa,highway
426.72,1.69,45.0,microbus,poor,cloudy,1046.14,Kathmandu,Dharan,highway
6.42,23.21,11.52,truck,fair,clear,42.45,Kathmandu,Patan,city
132.69,15.95,39.37,scooter,excellent,clear,197.63,Kathmandu,Birgunj,highway
29.02,17.95,22.93,bus,excellent,cloudy,151.5,Kathmandu,Dhulikhel,hill
28.53,1.68,27.43,jeep,fair,clear,177.0,Kathmandu,Dhulikhel,hill
12.39,3.45,26.26,bus,excellent,cloudy,40.17,Pokhara,Sarangkot,hill
33.26,23.89,28.25,scooter,poor,cloudy,114.8,Kathmandu,Nagarkot,hill
195.52,7.04,64.16,microbus,fair,cloudy,309.46,Kathmandu,Pokhara,highway
219.75,17.22,51.98,scooter,fair,cloudy,416.9,Kathmandu,Pokhara,highway
38.32,10.32,31.45,microbus,fair,clear,124.08,Dharan,Dhankuta,hill
13.35,12.68,28.5,microbus,excellent,clear,38.48,Pokhara,Sarangkot,hill
12.44,10.88,26.19,jeep,good,clear,33.39,Kathmandu,Bhaktapur,city
215.2,20.31,55.41,truck,good,cloudy,264.87,Kathmandu,Pokhara,highway
61.33,2.68,42.08,jeep,excellent,fog,137.83,Birgunj,Hetauda,terai
145.95,9.37,41.48,scooter,fair,clear,483.5,Kathmandu,Chitwan,highway
71.14,13.11,48.79,bus,fair,rain,162.53,Birgunj,Hetauda,terai
14.38,18.27,19.67,truck,poor,cloudy,166.15,Pokhara,Lekhnath,city
31.92,13.63,27.45,bus,poor,dust,191.07,Kathmandu,Nagarkot,hill
6.66,14.37,13.8,jeep,excellent,rain,47.32,Kathmandu,Patan,city
13.29,10.79,44.14,car,fair,cloudy,36.97,Pokhara,Sarangkot,hill
31.93,6.55,54.74,scooter,fair,clear,49.74,Dharan,Biratnagar,highway
392.63,16.26,50.65,car,good,dust,1135.53,Kathmandu,Dharan,highway
12.86,4.28,37.86,car,good,clear,33.77,Pokhara,Sarangkot,hill
7.63,13.85,17.39,bus,fair,clear,63.49,Biratnagar,Itahari,city
34.04,12.92,44.89,scooter,excellent,clear,45.82,Dharan,Biratnagar,highway
21.02,0.87,40.2,bus,good,rain,51.27,Bhairahawa,Butwal,terai
142.76,5.81,36.05,scooter,good,clear,227.75,Kathmandu,Chitwan,highway
13.62,2.12,48.45,motorcycle,good,cloudy,22.78,Pokhara,Sarangkot,hill
8.61,4.11,33.91,motorcycle,good,dust,16.32,Biratnagar,Itahari,city
32.74,22.41,32.78,microbus,fair,cloudy,105.58,Kathmandu,Nagarkot,hill
270.87,7.5,86.45,motorcycle,poor,rain,498.69,Kathmandu,Bhairahawa,highway
135.11,16.36,51.92,jeep,fair,rain,356.91,Kathmandu,Birgunj,highway
23.65,18.62,43.61,jeep,good,fog,67.32,Bhairahawa,Butwal,terai
296.44,17.69,48.74,microbus,fair,cloudy,1034.67,Kathmandu,Bhairahawa,highway
20.1,19.65,51.93,jeep,fair,fog,40.37,Bhairahawa,Butwal,terai
44.11,2.44,26.27,truck,fair,clear,243.9,Dharan,Dhankuta,hill
13.81,5.32,22.77,bus,good,cloudy,39.11,Kathmandu,Bhaktapur,city
141.51,4.19,50.34,truck,good,clear,160.66,Kathmandu,Birgunj,highway
257.89,13.62,66.71,microbus,fair,cloudy,289.99,Kathmandu,Bhairahawa,highway
135.87,15.31,51.24,microbus,fair,cloudy,209.38,Kathmandu,Birgunj,highway
7.64,7.69,22.89,scooter,fair,clear,51.8,Kathmandu,Patan,city
21.0,14.1,56.69,motorcycle,excellent,clear,23.33,Bhairahawa,Butwal,terai
135.84,23.37,40.73,bus,good,clear,211.02,Kathmandu,Chitwan,highway
123.64,11.81,76.4,car,excellent,fog,119.7,Kathmandu,Birgunj,highway
66.79,2.27,73.09,motorcycle,good,cloudy,68.47,Birgunj,Hetauda,terai
21.01,23.82,48.35,truck,fair,cloudy,34.48,Bhairahawa,Butwal,terai
127.26,15.28,61.88,jeep,fair,cloudy,173.68,Kathmandu,Birgunj,highway
6.57,4.28,27.19,jeep,poor,fog,39.08,Kathmandu,Patan,city
146.6,6.18,41.03,bus,poor,clear,343.56,Kathmandu,Chitwan,highway
31.34,3.6,24.89,scooter,good,cloudy,117.2,Kathmandu,Dhulikhel,hill
30.93,6.12,34.06,car,poor,rain,185.99,Kathmandu,Nagarkot,hill
13.63,12.3,25.3,microbus,excellent,clear,45.99,Pokhara,Sarangkot,hill
12.52,0.31,30.2,scooter,excellent,clear,33.81,Pokhara,Sarangkot,hill
35.55,20.51,41.43,jeep,good,clear,51.71,Biratnagar,Dharan,terai
21.05,13.98,62.4,jeep,fair,clear,26.31,Bhairahawa,Butwal,terai
259.8,5.84,54.66,microbus,excellent,clear,273.11,Kathmandu,Bhairahawa,highway
430.48,7.07,52.13,truck,poor,rain,2000.06,Kathmandu,Dharan,highway
6.51,16.29,18.2,bus,fair,clear,47.11,Kathmandu,Patan,city
211.95,13.42,48.82,bus,excellent,fog,598.72,Kathmandu,Pokhara,highway
13.62,2.75,17.83,bus,good,dust,53.47,Kathmandu,Bhaktapur,city
268.8,5.12,53.22,microbus,fair,rain,609.87,Kathmandu,Bhairahawa,highway
159.97,16.14,40.44,scooter,poor,fog,948.85,Kathmandu,Chitwan,highway
16.4,9.27,18.69,microbus,good,cloudy,95.98,Pokhara,Lekhnath,city
6.39,18.17,21.76,microbus,good,rain,46.89,Kathmandu,Patan,city
60.24,22.82,44.29,bus,good,fog,117.27,Birgunj,Hetauda,terai
14.2,19.94,33.37,car,good,clear,27.82,Pokhara,Lekhnath,city
27.74,17.05,29.92,scooter,fair,clear,178.85,Kathmandu,Dhulikhel,hill
31.37,21.12,24.48,microbus,good,fog,145.72,Kathmandu,Dhulikhel,hill
7.41,17.32,18.41,microbus,good,cloudy,56.27,Biratnagar,Itahari,city
122.51,9.59,70.31,car,good,clear,156.87,Kathmandu,Birgunj,highway
11.91,7.58,13.09,truck,excellent,clear,132.94,Kathmandu,Bhaktapur,city
383.75,18.36,53.99,scooter,excellent,clear,520.99,Kathmandu,Dharan,highway
35.45,0.79,51.41,car,fair,clear,50.83,Biratnagar,Dharan,terai
127.4,12.77,41.2,truck,poor,clear,269.45,Kathmandu,Birgunj,highway
35.84,20.04,40.7,scooter,fair,rain,107.57,Biratnagar,Dharan,terai
